,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse,newConstructionType,unit,listingSubType.is_newHome,listingSubType.is_FSBO,listingSubType.is_accepting_backup_offers
2050,1970-01-01,SINGLE_FAMILY,0.02,"2211 Klein Road, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/f8ee1b02f0ae4a017712533edf06f689-p_e.jpg,212000,3.0,-77.92197,34.24664,RECENTLY_SOLD,54299856,,-1,2.0,1451.0,USA,USD,sqft,True,,,,,,,
2057,1970-01-01,SINGLE_FAMILY,0.05,"507 Ann Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/0cf4316eaf2a41846ed490f3b759a799-p_e.jpg,210000,3.0,-77.94231,34.23226,RECENTLY_SOLD,54308874,,-1,2.0,1220.0,USA,USD,sqft,True,,,,,,,
2063,1970-01-01,SINGLE_FAMILY,2705.0,"703 Campbell St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/5efbfb01a0c2bc5b06dcaa94d2dce58c-p_e.jpg,202500,3.0,-77.94118,34.24292,RECENTLY_SOLD,54300257,,-1,2.0,1200.0,USA,USD,sqft,True,,,,,,,
2066,1970-01-01,SINGLE_FAMILY,0.16,"2110 Rhodes Avenue, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/eb9539e039d4b10c027cf8f3e2c24dd7-p_e.jpg,215000,3.0,-77.9219,34.24181,RECENTLY_SOLD,54301099,,-1,1.0,1180.0,USA,USD,sqft,True,,,,,,,
2071,1970-01-01,SINGLE_FAMILY,4791.0,"107 S 13th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.235015869140625,-77.9322738647461&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=gVSASHohEKZN2d04zJG_CqEWP0Q=",205000,3.0,-77.932274,34.235016,RECENTLY_SOLD,54302137,,-1,1.0,1201.0,USA,USD,sqft,,,,,,,,
2073,1970-01-01,SINGLE_FAMILY,0.1,"1413 Church Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9d1fde561c8c7de438c02e9eef98eef1-p_e.jpg,212000,3.0,-77.92997,34.23073,RECENTLY_SOLD,54309692,,-1,2.0,1356.0,USA,USD,sqft,True,,,,,,,
2079,1970-01-01,SINGLE_FAMILY,0.06,"908 Walnut Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/97e558594f07a63337ca5ef9b522659d-p_e.jpg,211000,3.0,-77.93821,34.24037,RECENTLY_SOLD,54300576,,-1,1.0,1314.0,USA,USD,sqft,True,,,,,,,
2092,1970-01-01,SINGLE_FAMILY,0.09,"140 S 16th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/de09c34ea6c12d6ce9eb4edd164ae813-p_e.jpg,220000,3.0,-77.928925,34.234585,RECENTLY_SOLD,54302174,,-1,1.0,1341.0,USA,USD,sqft,True,,,,,,,
2100,1970-01-01,SINGLE_FAMILY,0.24,"416 N 5th Avenue, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/0f65b88497fe1d69177121295401d562-p_e.jpg,219900,4.0,-77.94353,34.24109,RECENTLY_SOLD,54300474,,-1,2.0,2546.0,USA,USD,sqft,True,,,,,,,
2128,1970-01-01,SINGLE_FAMILY,0.12,"735 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ce3ffb177debf4773e0d4ee269c7412b-p_e.jpg,206000,3.0,-77.932625,34.226974,RECENTLY_SOLD,54311254,,-1,2.0,1225.0,USA,USD,sqft,True,,,,,,,
2135,1970-01-01,SINGLE_FAMILY,0.21,"2215 Klein Road, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/6b7defa874f81ab044f0549dabf82f3b-p_e.jpg,220000,3.0,-77.92177,34.2466,RECENTLY_SOLD,54299857,,-1,1.0,1335.0,USA,USD,sqft,True,,,,,,,
2155,1970-01-01,SINGLE_FAMILY,0.18,"406 N 21st Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/eeff107cf497d1dc912090e632e49735-p_e.jpg,215000,3.0,-77.92322,34.24316,RECENTLY_SOLD,54300932,,-1,1.0,1125.0,USA,USD,sqft,True,,,,,,,
2159,1970-01-01,SINGLE_FAMILY,3497.0,"1904 Castle St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22950744628906,-77.92398071289062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KDZdYz_OSJYE7nd0kqgVP4Aj2X0=",205000,,-77.92398,34.229507,RECENTLY_SOLD,84718172,,-1,,1800.0,USA,USD,sqft,,,,,,,,
2205,1970-01-01,SINGLE_FAMILY,2613.0,"514 Dock St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.234493255615234,-77.94245147705078&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=uABYZVG9RboN1jR96OkRjW4CIxA=",210000,4.0,-77.94245,34.234493,RECENTLY_SOLD,54308722,,-1,4.0,2400.0,USA,USD,sqft,,,,,,,,
2206,1970-01-01,SINGLE_FAMILY,2474.0,"516 Dock St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.234500885009766,-77.94235229492188&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=iVAzNhJ9kXdRZaCcg8deCtVFSlU=",210000,2.0,-77.94235,34.2345,RECENTLY_SOLD,54308723,,-1,1.5,1050.0,USA,USD,sqft,,,,,,,,
2217,1970-01-01,SINGLE_FAMILY,0.28787878787879,"126 N 26th St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24106216430664,-77.91334533691406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7ZO8P3ScaRLGrCBTwK5RSEslHAY=",205000,3.0,-77.913345,34.241062,RECENTLY_SOLD,54301401,,-1,1.0,1121.0,USA,USD,acres,,,,,,,,
2266,1970-01-01,SINGLE_FAMILY,0.06,"320 N 5th Avenue, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7772c5e404408d3aa6375fb415730872-p_e.jpg,212000,2.0,-77.943565,34.240215,RECENTLY_SOLD,54300619,,-1,2.0,1400.0,USA,USD,sqft,True,,,,,,,
2319,1970-01-01,SINGLE_FAMILY,0.11,"1602 Ann Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/41db808b6fce28c24340ca2b054b6bf6-p_e.jpg,220000,2.0,-77.928276,34.232975,RECENTLY_SOLD,54309641,,-1,1.0,1299.0,USA,USD,sqft,True,,,,,,,
2330,1970-01-01,SINGLE_FAMILY,0.31999540863177,"2426 Belvedere Dr, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24448776245117,-77.91559600830078&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=jZl89EdT3mewFyUl_4dUO2wXkcs=",205000,3.0,-77.915596,34.244488,RECENTLY_SOLD,54301162,,-1,2.0,1596.0,USA,USD,acres,,,,,,,,
2340,1970-01-01,SINGLE_FAMILY,6272.0,"314 S 17th St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/50963a4b457a57b9be5e12cde32d027a-p_e.jpg,208000,2.0,-77.927444,34.232258,RECENTLY_SOLD,54310019,,-1,1.0,1396.0,USA,USD,sqft,True,,,,,,,
2342,1970-01-01,SINGLE_FAMILY,7840.0,"2415 Metts Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.234580993652344,-77.91529846191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=i7HRjUOauYTfDG_Mt4faFNEMBj8=",220000,3.0,-77.9153,34.23458,RECENTLY_SOLD,54302799,,-1,2.0,1071.0,USA,USD,sqft,,,,,,,,
2354,1970-01-01,SINGLE_FAMILY,3301.0,"600 Brunswick St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/cac775f4e9dd130d2d2211b3c298cd91-p_e.jpg,215000,3.0,-77.94284,34.244568,RECENTLY_SOLD,54300170,,-1,2.5,1400.0,USA,USD,sqft,True,,,,,,,
2365,1970-01-01,SINGLE_FAMILY,2487.0,"831 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.245140075683594,-77.9391098022461&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Nq2QKgC9k8RIT3RzKrNzv4bZn5Q=",215000,3.0,-77.93911,34.24514,RECENTLY_SOLD,331476532,,-1,2.5,1460.0,USA,USD,sqft,,,,,,,,
2375,1970-01-01,SINGLE_FAMILY,4356.0,"405 S 16th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23160171508789,-77.9280014038086&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TfORIaHfwFE_ln5xLdazuJbQtdI=",216000,2.0,-77.928,34.2316,RECENTLY_SOLD,54309651,,-1,2.0,1160.0,USA,USD,sqft,,,,,,,,
2388,1970-01-01,SINGLE_FAMILY,2613.0,"819 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.245147705078125,-77.93869018554688&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5LejZA2yShwNiSYxXJu2B6hp8rw=",214900,3.0,-77.93869,34.245148,RECENTLY_SOLD,54300106,,-1,3.0,1500.0,USA,USD,sqft,,,,,,,,
2393,1970-01-01,SINGLE_FAMILY,2613.0,"827 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24515151977539,-77.93871307373047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yURVeRdJk1fidaHkskbK_2CDZyI=",215000,3.0,-77.93871,34.24515,RECENTLY_SOLD,54300108,,-1,3.0,1500.0,USA,USD,sqft,,,,,,,,
2400,1970-01-01,SINGLE_FAMILY,7405.0,"307 N 14th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24055099487305,-77.93232727050781&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4ZKfEdosxW3TNNf2D7FvGD58n70=",205000,3.0,-77.93233,34.24055,RECENTLY_SOLD,54300825,,-1,2.0,1179.0,USA,USD,sqft,,,,,,,,
2403,1970-01-01,SINGLE_FAMILY,0.28999081726354,"2202 Shirley Rd, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/6f5bcf7cfcefc980bdafdf757d873671-p_e.jpg,201000,3.0,-77.92278,34.24724,RECENTLY_SOLD,54299850,,-1,2.0,1671.0,USA,USD,acres,True,,,,,,,
2407,1970-01-01,SINGLE_FAMILY,0.27998163452709,"114 N 25th St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24051284790039,-77.91468811035156&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=CGoBPhLeW7nAiLvidpfRtCtvg9E=",210000,2.0,-77.91469,34.240513,RECENTLY_SOLD,54301387,,-1,1.0,1103.0,USA,USD,acres,,,,,,,,
2409,1970-01-01,SINGLE_FAMILY,0.26999540863177,"325 N 23rd St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/d1294ccd47902bb9eb3a159183908b58-p_e.jpg,204000,3.0,-77.92008,34.242695,RECENTLY_SOLD,54301078,,-1,2.0,1396.0,USA,USD,acres,True,,,,,,,
2413,1970-01-01,SINGLE_FAMILY,4791.0,"411 S 17th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.231380462646484,-77.92662811279297&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=oLT95mBICTe1_Gh6PpujBeEb-h4=",213000,3.0,-77.92663,34.23138,RECENTLY_SOLD,54310039,,-1,2.0,1159.0,USA,USD,sqft,,,,,,,,
2446,1970-01-01,SINGLE_FAMILY,9583.0,"2208 Brandon Rd, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24512481689453,-77.92279052734375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HL_RfXnt6GdTvLDwlWg7DL-2fyA=",212000,2.0,-77.92279,34.245125,RECENTLY_SOLD,54300974,,-1,1.0,1125.0,USA,USD,sqft,,,,,,,,
2477,1970-01-01,SINGLE_FAMILY,2613.0,"819 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24504470825195,-77.93923950195312&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=FilQr-flKmYflMPTIFDMPAZ2mPw=",205000,3.0,-77.93924,34.245045,RECENTLY_SOLD,2082135381,,-1,2.5,1500.0,USA,USD,sqft,,,,,,,,
2489,1970-01-01,SINGLE_FAMILY,8276.0,"1503 Rankin St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.241729736328125,-77.93042755126953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=I6UiaskeKmUfFrCXu89Wde_Bq6g=",203000,3.0,-77.93043,34.24173,RECENTLY_SOLD,54300644,,-1,3.0,2263.0,USA,USD,sqft,,,,,,,,
2491,1970-01-01,SINGLE_FAMILY,2613.0,"711 Campbell St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f7ebd44f7f7184812259a60866cddd10-p_e.jpg,201000,3.0,-77.94077,34.242954,RECENTLY_SOLD,54300260,,-1,2.0,1200.0,USA,USD,sqft,True,,,,,,,
2492,1970-01-01,SINGLE_FAMILY,2613.0,"823 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24504089355469,-77.9391860961914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=QVTUeemj6-VGFcSpd3PzknbjLW8=",205000,3.0,-77.939186,34.24504,RECENTLY_SOLD,2082135327,,-1,3.0,1500.0,USA,USD,sqft,,,,,,,,
2493,1970-01-01,SINGLE_FAMILY,2613.0,"823 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24516677856445,-77.93882751464844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xF0PXakiCNGfJPiG1XRW4ceqbzU=",205000,3.0,-77.93883,34.245167,RECENTLY_SOLD,54300107,,-1,3.0,1500.0,USA,USD,sqft,,,,,,,,
2547,1970-01-01,SINGLE_FAMILY,5227.0,"603 N 5th Ave, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.2429313659668,-77.94445037841797&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=kJu0N0x44WwdK8fA8PUW6mh3KrI=",206500,3.0,-77.94445,34.24293,RECENTLY_SOLD,54300225,,-1,3.0,1757.0,USA,USD,sqft,,,,,,,,
2553,1970-01-01,SINGLE_FAMILY,0.30998622589532,"503 Thomas Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24510955810547,-77.9190673828125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=GFW-HKz0JV_nZ8Rppv8rf41rP3Q=",219000,3.0,-77.91907,34.24511,RECENTLY_SOLD,54300980,,-1,2.0,1990.0,USA,USD,acres,,,,,,,,
2560,1970-01-01,SINGLE_FAMILY,6534.0,"310 N 25th St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0a1c0f7a85f782d1944263d17d1ca849-p_e.jpg,203500,3.0,-77.91489,34.242805,RECENTLY_SOLD,54301260,,-1,2.0,1544.0,USA,USD,sqft,True,,,,,,,
2593,1970-01-01,SINGLE_FAMILY,8276.4,"1019 N 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/72db0184209f4d2c6517191cf509b5a6-p_e.jpg,215000,3.0,-77.94108,34.248196,RECENTLY_SOLD,54299505,,-1,2.0,1040.0,USA,USD,sqft,True,,,,,,,
2597,1970-01-01,SINGLE_FAMILY,2178.0,"1510 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/876d1eb2af7df6a9b602e458fec17a81-p_e.jpg,206000,2.0,-77.929886,34.240032,RECENTLY_SOLD,54300880,,-1,1.0,1164.0,USA,USD,sqft,True,,,,,,,
2599,1970-01-01,SINGLE_FAMILY,0.28999081726354,"609 N 23rd St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/8a4e1e13a23362db5ef08afdfc035d5a-p_e.jpg,205000,3.0,-77.920586,34.246662,RECENTLY_SOLD,54299864,,-1,1.0,1330.0,USA,USD,acres,True,,,,,,,
2602,1970-01-01,SINGLE_FAMILY,8712.0,"1106 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.244441986083984,-77.93507385253906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=16b0dU_5i4BZ9ASoPhfEc8i6wU0=",215000,3.0,-77.935074,34.244442,RECENTLY_SOLD,54300681,,-1,2.0,1800.0,USA,USD,sqft,,,,,,,,
2603,1970-01-01,SINGLE_FAMILY,4800.0,"405 S 18th St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.231689453125,-77.92534637451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G_wQp1fk6k1rMszAhgWzVinOt-s=",205000,3.0,-77.92535,34.23169,RECENTLY_SOLD,54310058,,-1,1.0,1196.0,USA,USD,sqft,,,,,,,,
2607,1970-01-01,SINGLE_FAMILY,5183.0,"304 S 15th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.232704162597656,-77.93010711669922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=8kQ79GygGxK-CaDE3uN9b1HTZNA=",201000,3.0,-77.93011,34.232704,RECENTLY_SOLD,305352769,,-1,2.0,1200.0,USA,USD,sqft,,,,,,,,
2612,1970-01-01,SINGLE_FAMILY,8712.0,"1615 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/71111554fa2478eab4d809fab75adbaa-p_e.jpg,218000,3.0,-77.92855,34.24066,RECENTLY_SOLD,54300872,,-1,1.0,1465.0,USA,USD,sqft,True,,,,,,,
2619,1970-01-01,SINGLE_FAMILY,0.25,"615 Anderson St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/fca79ea42a9b28b5b2ab638755332d9e-p_e.jpg,208000,3.0,-77.938736,34.24351,RECENTLY_SOLD,54300304,,-1,1.0,1262.0,USA,USD,acres,True,,,,,,,
2622,1970-01-01,SINGLE_FAMILY,2178.0,"316 McRae St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/18dfcb2ba042e4f692776ec91d21d096-p_e.jpg,215000,3.0,-77.939766,34.24034,RECENTLY_SOLD,54300579,,-1,2.0,1066.0,USA,USD,sqft,True,,,,,,,
2624,1970-01-01,SINGLE_FAMILY,0.12,"109 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/8bac9175e094b8d70bd629766d639758-p_e.jpg,212000,3.0,-77.93357,34.234924,RECENTLY_SOLD,54302118,,-1,2.0,1224.0,USA,USD,sqft,True,,,,,,,
2625,1970-01-01,SINGLE_FAMILY,0.2,"806 S 16th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/41c3b5b3fe85215c7998400484d876d6-p_e.jpg,219000,3.0,-77.928055,34.22639,RECENTLY_SOLD,54311480,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
2633,1970-01-01,SINGLE_FAMILY,8276.4,"1019 N 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/72db0184209f4d2c6517191cf509b5a6-p_e.jpg,215000,3.0,-77.94108,34.248196,RECENTLY_SOLD,54299505,,-1,2.0,1040.0,USA,USD,sqft,True,,,,,,,
2637,1970-01-01,SINGLE_FAMILY,2178.0,"1510 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/876d1eb2af7df6a9b602e458fec17a81-p_e.jpg,206000,2.0,-77.929886,34.240032,RECENTLY_SOLD,54300880,,-1,1.0,1164.0,USA,USD,sqft,True,,,,,,,
2639,1970-01-01,SINGLE_FAMILY,0.28999081726354,"609 N 23rd St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/8a4e1e13a23362db5ef08afdfc035d5a-p_e.jpg,205000,3.0,-77.920586,34.246662,RECENTLY_SOLD,54299864,,-1,1.0,1330.0,USA,USD,acres,True,,,,,,,
2642,1970-01-01,SINGLE_FAMILY,8712.0,"1106 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.244441986083984,-77.93507385253906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=16b0dU_5i4BZ9ASoPhfEc8i6wU0=",215000,3.0,-77.935074,34.244442,RECENTLY_SOLD,54300681,,-1,2.0,1800.0,USA,USD,sqft,,,,,,,,
2643,1970-01-01,SINGLE_FAMILY,4800.0,"405 S 18th St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.231689453125,-77.92534637451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G_wQp1fk6k1rMszAhgWzVinOt-s=",205000,3.0,-77.92535,34.23169,RECENTLY_SOLD,54310058,,-1,1.0,1196.0,USA,USD,sqft,,,,,,,,
2647,1970-01-01,SINGLE_FAMILY,5183.0,"304 S 15th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.232704162597656,-77.93010711669922&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=8kQ79GygGxK-CaDE3uN9b1HTZNA=",201000,3.0,-77.93011,34.232704,RECENTLY_SOLD,305352769,,-1,2.0,1200.0,USA,USD,sqft,,,,,,,,
2652,1970-01-01,SINGLE_FAMILY,8712.0,"1615 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/71111554fa2478eab4d809fab75adbaa-p_e.jpg,218000,3.0,-77.92855,34.24066,RECENTLY_SOLD,54300872,,-1,1.0,1465.0,USA,USD,sqft,True,,,,,,,
2659,1970-01-01,SINGLE_FAMILY,0.25,"615 Anderson St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/fca79ea42a9b28b5b2ab638755332d9e-p_e.jpg,208000,3.0,-77.938736,34.24351,RECENTLY_SOLD,54300304,,-1,1.0,1262.0,USA,USD,acres,True,,,,,,,
2662,1970-01-01,SINGLE_FAMILY,2178.0,"316 McRae St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/18dfcb2ba042e4f692776ec91d21d096-p_e.jpg,215000,3.0,-77.939766,34.24034,RECENTLY_SOLD,54300579,,-1,2.0,1066.0,USA,USD,sqft,True,,,,,,,
2664,1970-01-01,SINGLE_FAMILY,0.12,"109 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/8bac9175e094b8d70bd629766d639758-p_e.jpg,212000,3.0,-77.93357,34.234924,RECENTLY_SOLD,54302118,,-1,2.0,1224.0,USA,USD,sqft,True,,,,,,,
2665,1970-01-01,SINGLE_FAMILY,0.2,"806 S 16th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/41c3b5b3fe85215c7998400484d876d6-p_e.jpg,219000,3.0,-77.928055,34.22639,RECENTLY_SOLD,54311480,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
2673,1970-01-01,SINGLE_FAMILY,8276.4,"1019 N 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/72db0184209f4d2c6517191cf509b5a6-p_e.jpg,215000,3.0,-77.94108,34.248196,RECENTLY_SOLD,54299505,,-1,2.0,1040.0,USA,USD,sqft,True,,,,,,,
2677,1970-01-01,SINGLE_FAMILY,2178.0,"1510 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/876d1eb2af7df6a9b602e458fec17a81-p_e.jpg,206000,2.0,-77.929886,34.240032,RECENTLY_SOLD,54300880,,-1,1.0,1164.0,USA,USD,sqft,True,,,,,,,
2679,1970-01-01,SINGLE_FAMILY,0.28999081726354,"609 N 23rd St, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/8a4e1e13a23362db5ef08afdfc035d5a-p_e.jpg,205000,3.0,-77.920586,34.246662,RECENTLY_SOLD,54299864,,-1,1.0,1330.0,USA,USD,acres,True,,,,,,,
2682,1970-01-01,SINGLE_FAMILY,8712.0,"1106 Fanning St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.244441986083984,-77.93507385253906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=16b0dU_5i4BZ9ASoPhfEc8i6wU0=",215000,3.0,-77.935074,34.244442,RECENTLY_SOLD,54300681,,-1,2.0,1800.0,USA,USD,sqft,,,,,,,,
2683,1970-01-01,SINGLE_FAMILY,4800.0,"405 S 18th St, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.231689453125,-77.92534637451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=G_wQp1fk6k1rMszAhgWzVinOt-s=",205000,3.0,-77.92535,34.23169,RECENTLY_SOLD,54310058,,-1,1.0,1196.0,USA,USD,sqft,,,,,,,,
